TaskID,Input1,Output1_1
190,6,168.0
190,7,65.0
191,0,109.0
191,2,66.0
191,3,62.0
191,4,58.0
191,5,54.0
191,6,50.0
191,7,142.0
191,8,130.0
191,9,172.0
192,0,92.0
192,2,81.0
192,3,77.0
192,4,73.0
192,5,69.0
192,6,66.0
192,7,61.0
192,8,58.0
192,9,55.0
193,0,90.0
193,2,84.0
193,3,79.0
193,4,75.0
193,5,71.0
193,6,66.0
193,7,62.0
194,0,108.0
194,2,98.0
194,3,93.0
194,4,90.0
194,5,86.0
194,6,82.0
194,7,78.0
194,8,107.0
194,9,117.0
194,10,162.0
195,0,100.0
195,2,81.0
195,3,78.0
195,4,74.0
195,5,94.0
195,6,140.0
195,7,163.0
195,8,177.0
196,0,93.0
196,2,84.0
196,3,100.0
196,4,100.0
196,5,158.0
196,6,154.0
196,7,152.0
197,0,92.0
197,2,128.0
197,3,121.0
197,5,74.0
197,6,69.0
197,7,93.0
197,8,108.0
197,10,113.0
197,12,61.0
198,0,107.0
198,3,89.0
198,4,85.0
198,6,77.0
198,7,74.0
198,8,70.0
198,11,58.0
199,0,104.0
199,4,124.0
199,5,136.0
199,8,48.0
199,9,129.0
199,10,78.0
199,11,73.0
199,12,138.0
199,13,144.0
200,0,95.0
200,2,72.0
200,3,69.0
200,5,59.0
200,7,51.0
200,9,117.0
200,11,173.0
200,13,85.0
201,0,96.0
201,2,58.0
201,3,78.0
201,4,88.0
201,5,114.0
201,6,142.0
201,7,186.0
202,0,96.0
202,2,127.0
202,3,109.0
202,4,114.0
202,5,125.0
202,6,111.0
202,8,60.0
202,9,96.0
202,10,104.0
203,0,98.0
203,8,68.0
203,9,57.0
203,10,125.0
203,11,65.0
203,12,60.0
203,13,137.0
204,0,93.0
204,2,83.0
204,3,79.0
204,4,75.0
204,5,71.0
204,7,64.0
204,8,60.0
204,9,57.0
205,0,100.0
205,2,89.0
205,3,80.0
205,4,150.0
205,5,117.0
205,6,177.0
205,7,187.0
205,8,160.0
205,9,97.0
205,11,88.0
206,0,104.0
206,2,58.0
206,3,54.0
206,4,127.0
206,5,97.0
206,6,184.0
206,7,197.0
206,8,173.0
206,10,70.0
206,11,66.0
207,0,96.0
207,4,97.0
207,5,115.0
207,6,66.0
207,7,60.0
207,8,52.0
207,9,117.0
207,10,120.0
207,11,124.0
208,0,105.0
208,2,143.0
208,3,113.0
208,4,112.0
208,5,120.0
208,6,81.0
208,7,73.0
208,8,117.0
208,9,110.0
208,10,124.0
209,0,90.0
209,2,78.0
209,3,76.0
209,4,72.0
209,5,68.0
209,6,64.0
209,7,60.0
209,8,54.0
209,9,52.0
209,10,50.0
209,11,46.0
210,0,100.0
210,2,64.0
210,3,55.0
210,4,117.0
210,5,135.0
210,6,69.0
210,8,55.0
211,0,96.0
211,2,112.0
211,4,111.0
211,5,128.0
211,6,107.0
211,7,88.0
211,8,73.0
211,9,66.0
211,10,58.0
211,11,116.0
211,12,74.0
211,13,68.0
212,0,106.0
212,2,105.0
212,3,113.0
212,4,132.0
212,5,82.0
212,6,73.0
212,7,65.0
212,8,103.0
213,0,102.0
213,2,119.0
213,3,94.0
213,4,110.0
213,6,70.0
213,7,65.0
213,8,141.0
213,9,67.0
213,11,52.0
213,13,100.0
214,0,98.0
214,2,113.0
214,3,89.0
214,4,108.0
214,5,92.0
214,6,83.0
214,7,62.0
214,8,53.0
214,9,135.0
215,0,106.0
215,2,57.0
215,3,54.0
215,4,50.0
215,5,45.0
215,6,115.0
215,7,126.0
215,8,148.0
215,9,158.0
216,0,96.0
216,2,122.0
216,3,88.0
216,4,109.0
216,5,59.0
216,6,52.0
216,7,90.0
216,8,115.0
216,9,132.0
217,0,92.0
217,3,93.0
217,4,63.0
217,5,56.0
217,6,49.0
217,7,123.0
217,9,61.0
217,10,102.0
217,11,87.0
217,12,114.0
218,0,93.0
218,2,104.0
218,3,62.0
218,5,93.0
218,6,88.0
218,7,70.0
218,8,61.0
218,9,56.0
218,10,117.0
219,0,92.0
219,2,43.0
219,3,39.0
219,4,35.0
219,5,118.0
219,6,106.0
219,7,171.0
219,8,182.0
220,0,100.0
220,2,87.0
220,3,82.0
220,4,78.0
220,5,74.0
220,6,71.0
220,7,67.0
220,8,63.0
221,0,98.0
221,2,62.0
221,3,59.0
221,4,55.0
221,5,51.0
221,6,47.0
221,8,119.0
221,9,167.0
221,10,181.0
222,0,95.0
222,2,82.0
222,3,77.0
222,4,73.0
222,5,69.0
222,6,63.0
222,7,62.0
223,0,98.0
223,2,86.0
223,3,82.0
223,4,79.0
223,5,76.0
223,6,72.0
223,7,69.0
223,8,65.0
223,9,62.0
223,12,52.0
224,0,104.0
224,2,79.0
224,3,120.0
224,4,133.0
224,5,146.0
224,6,158.0
224,7,150.0
224,8,76.0
225,0,94.0
225,2,81.0
225,3,83.0
225,5,73.0
225,6,70.0
225,8,62.0
225,9,57.0
226,0,92.0
226,2,82.0
226,3,79.0
226,4,78.0
226,5,71.0
226,6,67.0
226,7,63.0
226,8,59.0
226,9,108.0
226,10,152.0
226,11,189.0
226,12,182.0
227,0,98.0
227,2,51.0
227,3,47.0
227,4,43.0
227,5,39.0
227,7,31.0
227,8,28.0
227,9,132.0
227,10,132.0
227,11,139.0
227,12,144.0
227,13,141.0
228,0,102.0
228,2,111.0
228,3,135.0
228,4,117.0
228,5,79.0
228,6,69.0
228,7,105.0
228,8,132.0
229,0,110.0
229,2,106.0
229,3,107.0
229,4,71.0
229,5,64.0
229,6,53.0
229,7,130.0
229,8,111.0
229,9,136.0
229,10,129.0
230,0,91.0
230,2,96.0
230,3,91.0
230,6,79.0
230,7,74.0
230,8,70.0
230,9,66.0
231,0,101.0
231,2,87.0
231,3,84.0
231,4,80.0
231,5,76.0
231,6,108.0
231,7,112.0
231,8,144.0
231,9,161.0
232,0,100.0
232,2,88.0
232,3,85.0
232,4,80.0
232,5,76.0
232,6,72.0
232,7,68.0
232,8,65.0
232,9,60.0
233,0,101.0
233,2,86.0
233,3,81.0
233,4,77.0
233,5,74.0
233,6,69.0
233,7,65.0
233,8,61.0
233,9,57.0
234,0,96.0
234,2,99.0
234,3,129.0
234,4,74.0
234,5,68.0
234,6,71.0
234,8,61.0
234,9,56.0
235,0,95.0
235,7,179.0
235,8,148.0
235,9,73.0
235,10,69.0
235,11,65.0
235,12,60.0
235,13,59.0
236,0,101.0
236,2,98.0
236,3,92.0
236,4,108.0
236,5,140.0
236,6,68.0
236,7,61.0
236,8,52.0
236,9,136.0
236,11,72.0
237,0,101.0
237,2,93.0
237,3,124.0
237,4,93.0
237,5,133.0
237,6,56.0
237,8,47.0
238,0,97.0
238,2,86.0
238,3,82.0
238,4,77.0
238,5,74.0
238,6,71.0
238,8,65.0
238,10,55.0
239,0,100.0
239,2,45.0
239,3,40.0
239,4,35.0
239,5,31.0
239,6,133.0
239,7,122.0
239,8,144.0
239,9,175.0
239,10,161.0
240,0,95.0
240,2,117.0
240,3,129.0
240,4,87.0
240,5,131.0
240,6,86.0
240,8,63.0
240,9,48.0
240,10,127.0
240,12,67.0
240,13,106.0
241,0,110.0
241,2,113.0
241,3,133.0
241,4,145.0
241,5,121.0
241,6,152.0
241,7,119.0
241,9,75.0
241,10,124.0
242,0,92.0
242,2,121.0
242,3,90.0
242,4,72.0
242,5,64.0
242,6,60.0
242,7,103.0
242,8,122.0
243,0,97.0
243,2,68.0
243,3,64.0
243,4,124.0
243,5,105.0
243,6,176.0
243,7,179.0
244,0,104.0
244,2,65.0
244,3,61.0
244,4,58.0
244,5,55.0
244,8,140.0
244,9,176.0
245,0,100.0
245,2,135.0
245,3,128.0
245,4,117.0
245,5,108.0
245,6,140.0
245,7,73.0
246,0,94.0
246,3,60.0
246,5,52.0
246,6,132.0
246,7,118.0
246,8,178.0
246,9,191.0
247,0,92.0
247,2,67.0
247,3,59.0
247,4,101.0
247,5,86.0
247,6,85.0
247,7,58.0
247,8,54.0
247,9,46.0
247,10,107.0
247,11,104.0
248,0,100.0
248,2,70.0
248,3,64.0
248,4,127.0
248,5,74.0
248,6,69.0
248,7,60.0
248,8,92.0
248,9,140.0
249,0,93.0
249,2,103.0
249,3,122.0
249,4,64.0
249,5,88.0
249,6,125.0
249,8,113.0
249,9,126.0
250,0,100.0
250,2,76.0
250,3,72.0
250,4,69.0
250,6,139.0
250,7,112.0
250,9,141.0
251,0,108.0
251,2,104.0
251,3,83.0
251,4,75.0
251,5,70.0
251,6,126.0
251,7,145.0
252,0,104.0
252,2,139.0
252,3,125.0
252,4,115.0
252,5,66.0
252,6,59.0
252,7,141.0
253,0,92.0
253,2,83.0
253,3,79.0
253,4,76.0
253,5,73.0
253,6,89.0
253,7,142.0
254,0,96.0
254,2,123.0
254,4,133.0
254,6,75.0
254,7,70.0
254,8,61.0
254,9,129.0
254,10,121.0
254,12,57.0
254,13,128.0
255,0,94.0
255,2,84.0
255,3,79.0
255,4,75.0
255,5,72.0
255,6,68.0
255,7,64.0
255,8,60.0
255,9,57.0
256,0,104.0
256,2,136.0
256,3,111.0
256,4,114.0
256,5,134.0
256,6,66.0
256,7,57.0
256,8,121.0
256,9,118.0
256,10,64.0
256,11,56.0
257,0,108.0
257,2,97.0
257,3,93.0
257,4,88.0
257,5,84.0
257,6,80.0
257,7,76.0
257,8,72.0
257,9,67.0
258,0,95.0
258,2,54.0
258,3,50.0
258,4,47.0
258,5,116.0
258,6,124.0
258,8,198.0
258,10,87.0
259,0,99.0
259,2,103.0
259,3,117.0
259,4,140.0
259,5,142.0
259,6,139.0
259,7,73.0
259,8,69.0
260,0,98.0
260,2,86.0
260,3,83.0
260,4,78.0
260,5,75.0
260,6,71.0
260,7,68.0
260,8,65.0
260,9,60.0
261,0,96.0
261,2,122.0
261,3,109.0
261,4,92.0
261,5,113.0
261,6,134.0
261,8,75.0
261,9,65.0
262,0,102.0
262,2,118.0
262,3,141.0
262,4,127.0
262,5,94.0
262,6,118.0
262,7,69.0
262,8,59.0
262,11,97.0
263,0,90.0
263,2,139.0
263,3,98.0
263,4,111.0
263,5,69.0
263,6,61.0
263,7,56.0
263,8,97.0
263,9,121.0
263,10,74.0
263,11,69.0
264,0,103.0
264,2,109.0
264,3,98.0
264,4,168.0
264,5,198.0
264,6,179.0
264,7,67.0
265,0,109.0
265,2,98.0
265,3,94.0
265,4,91.0
265,5,87.0
265,6,83.0
265,7,78.0
266,0,94.0
266,2,81.0
266,3,78.0
266,4,73.0
266,5,69.0
266,6,66.0
266,7,62.0
267,0,91.0
267,2,79.0
267,4,71.0
267,5,67.0
267,6,64.0
267,7,62.0
267,9,53.0
268,0,100.0
268,2,86.0
268,3,82.0
268,4,79.0
268,5,74.0
268,6,71.0
268,7,134.0
268,8,120.0
268,9,141.0
268,10,142.0
269,0,97.0
269,2,58.0
269,3,55.0
269,5,92.0
269,6,130.0
269,7,158.0
269,9,162.0
270,0,90.0
270,2,83.0
270,3,79.0
270,4,74.0
270,5,71.0
270,6,67.0
270,7,63.0
270,8,59.0
270,9,55.0
271,0,90.0
271,2,83.0
271,3,126.0
271,4,72.0
271,5,66.0
271,6,60.0
271,7,106.0
271,8,102.0
271,13,63.0
272,0,96.0
272,2,127.0
272,3,68.0
272,4,63.0
272,5,143.0
272,6,104.0
272,7,72.0
272,8,62.0
272,10,124.0
272,11,94.0
272,12,120.0
272,13,123.0
273,0,103.0
273,2,72.0
273,3,72.0
273,4,101.0
273,5,100.0
273,6,100.0
273,7,137.0
273,8,130.0
273,9,80.0
273,10,75.0
273,11,75.0
273,13,108.0
274,0,95.0
274,2,117.0
274,3,95.0
274,4,103.0
274,5,110.0
274,6,99.0
274,7,70.0
274,8,62.0
274,9,116.0
274,10,89.0
275,0,91.0
275,3,82.0
275,5,74.0
275,6,70.0
275,7,67.0
275,8,63.0
275,10,54.0
275,11,51.0
275,13,44.0
276,0,93.0
276,2,75.0
276,3,71.0
276,4,67.0
276,5,64.0
276,6,95.0
276,8,130.0
276,9,156.0
277,0,96.0
277,2,68.0
277,3,65.0
277,4,60.0
277,5,55.0
277,6,47.0
277,7,47.0
277,8,43.0
278,0,95.0
278,2,82.0
278,3,79.0
278,4,76.0
278,5,73.0
278,6,70.0
278,7,67.0
278,8,62.0
278,9,59.0
279,0,96.0
279,2,126.0
279,3,88.0
279,4,59.0
279,5,53.0
279,6,133.0
279,7,109.0
279,8,124.0
280,0,91.0
280,2,80.0
280,3,77.0
280,5,70.0
280,7,63.0
280,8,58.0
280,9,55.0
281,0,98.0
281,2,79.0
281,3,74.0
281,4,71.0
281,5,67.0
281,7,125.0
281,8,136.0
281,9,138.0
281,10,143.0
281,11,140.0
282,0,97.0
282,2,116.0
282,3,129.0
282,4,119.0
282,5,95.0
282,6,75.0
282,7,70.0
282,9,70.0
282,11,50.0
282,12,105.0
282,13,134.0
283,0,93.0
283,2,94.0
283,3,90.0
283,4,85.0
283,5,81.0
283,6,77.0
283,7,72.0
283,10,54.0
283,11,55.0
284,0,90.0
284,2,78.0
284,3,75.0
284,4,71.0
284,5,68.0
284,6,65.0
284,7,62.0
284,8,57.0
284,9,54.0
284,10,50.0
284,12,42.0
284,13,39.0
285,0,104.0
285,3,104.0
285,4,145.0
285,5,66.0
285,6,55.0
285,7,53.0
285,8,134.0
285,9,96.0
285,11,67.0
285,12,101.0
286,0,109.0
286,2,91.0
286,3,89.0
286,4,85.0
286,5,83.0
286,6,78.0
286,7,103.0
286,8,193.0
287,0,108.0
287,2,108.0
287,3,104.0
287,4,117.0
287,6,136.0
287,8,70.0
287,10,55.0
287,11,130.0
288,0,105.0
288,2,91.0
288,3,87.0
288,4,83.0
288,5,73.0
288,6,75.0
288,7,72.0
288,8,68.0
288,9,64.0
289,0,102.0
289,2,120.0
289,3,119.0
289,4,136.0
289,5,102.0
289,7,104.0
289,8,79.0
289,9,71.0
289,10,105.0
289,11,68.0
290,0,104.0
290,2,91.0
290,3,86.0
290,4,81.0
290,5,76.0
290,6,74.0
290,7,70.0
290,8,66.0
290,9,61.0
291,0,95.0
291,2,64.0
291,4,62.0
291,5,58.0
291,6,54.0
291,7,51.0
291,8,47.0
291,10,102.0
291,11,143.0
291,12,168.0
292,0,94.0
292,2,68.0
292,3,58.0
292,4,55.0
292,5,92.0
292,6,90.0
292,7,149.0
292,8,169.0
292,9,154.0
292,10,43.0
292,11,40.0
293,0,108.0
293,2,134.0
293,3,71.0
293,4,63.0
293,5,146.0
293,6,103.0
293,7,135.0
293,8,124.0
293,9,138.0
293,10,106.0
293,11,84.0
294,0,98.0
294,2,121.0
294,3,108.0
294,4,134.0
294,5,91.0
294,6,68.0
294,7,60.0
294,8,52.0
294,9,120.0
295,0,93.0
295,2,129.0
295,3,109.0
295,4,124.0
295,6,118.0
295,8,70.0
295,9,99.0
296,0,105.0
296,3,102.0
296,5,113.0
296,6,103.0
296,7,128.0
296,8,76.0
296,9,71.0
296,10,116.0
296,11,77.0
297,0,103.0
297,2,115.0
297,3,137.0
297,4,129.0
297,5,126.0
297,6,74.0
297,7,66.0
297,8,56.0
297,9,121.0
298,0,96.0
298,2,72.0
298,3,122.0
298,4,101.0
298,5,148.0
298,6,172.0
298,7,145.0
298,8,55.0
298,10,47.0
298,11,43.0
298,12,39.0
299,0,96.0
299,3,98.0
299,4,99.0
299,5,73.0
299,6,67.0
299,8,88.0
299,9,78.0
299,10,70.0
300,0,91.0
300,2,81.0
300,3,77.0
300,4,74.0
300,5,71.0
300,6,68.0
300,7,64.0
300,8,61.0
300,9,57.0
300,10,53.0
300,11,49.0
301,0,108.0
301,2,144.0
301,3,146.0
301,4,67.0
301,5,58.0
301,6,51.0
301,8,73.0
301,9,65.0
301,11,110.0
302,0,99.0
302,2,74.0
302,3,70.0
302,4,66.0
302,5,63.0
302,6,60.0
302,7,130.0
302,8,121.0
303,0,90.0
303,2,49.0
303,3,46.0
303,4,42.0
303,5,37.0
303,6,33.0
303,7,29.0
303,8,107.0
303,9,115.0
303,10,132.0
303,11,134.0
304,0,106.0
304,2,124.0
304,3,126.0
304,4,149.0
304,5,85.0
304,6,75.0
304,7,137.0
305,0,103.0
305,3,51.0
305,4,44.0
305,5,41.0
305,6,37.0
305,7,34.0
305,10,172.0
305,11,178.0
305,12,174.0
305,13,65.0
306,0,102.0
306,2,141.0
306,3,113.0
306,4,98.0
306,5,110.0
306,6,106.0
306,7,120.0
307,0,96.0
307,2,83.0
307,3,78.0
307,4,74.0
307,5,71.0
307,6,66.0
307,7,63.0
307,8,58.0
307,9,54.0
307,10,50.0
308,0,105.0
308,2,94.0
308,3,90.0
308,4,86.0
308,5,83.0
308,6,80.0
308,7,76.0
308,8,72.0
308,9,68.0
309,0,94.0
309,2,85.0
309,3,80.0
309,5,73.0
309,6,69.0
309,9,58.0
309,11,52.0
309,12,48.0
309,13,45.0
310,0,92.0
310,2,83.0
310,3,79.0
310,4,75.0
310,5,71.0
310,6,68.0
310,7,63.0
310,8,61.0
310,9,57.0
311,0,91.0
311,2,79.0
311,3,76.0
311,4,72.0
311,5,68.0
311,6,64.0
311,7,61.0
311,8,57.0
311,9,54.0
312,0,106.0
312,2,104.0
312,3,126.0
312,4,141.0
312,5,97.0
312,6,68.0
312,7,58.0
312,10,104.0
312,11,70.0
312,12,62.0
312,13,53.0
313,0,96.0
313,4,107.0
313,5,161.0
313,6,175.0
313,7,172.0
313,8,73.0
313,10,66.0
314,0,91.0
314,2,78.0
314,3,75.0
314,4,72.0
314,5,69.0
314,6,65.0
314,7,61.0
314,8,58.0
314,9,54.0
314,11,45.0
314,13,43.0
315,0,90.0
315,2,106.0
315,3,100.0
315,4,152.0
315,5,137.0
315,6,115.0
315,7,99.0
315,8,83.0
315,9,78.0
316,0,105.0
316,2,105.0
316,3,147.0
316,4,138.0
316,5,100.0
316,6,95.0
316,7,107.0
316,8,73.0
316,9,67.0
316,10,138.0
317,0,94.0
317,2,114.0
317,3,148.0
317,4,84.0
317,5,82.0
317,6,75.0
317,7,138.0
317,8,130.0
317,9,100.0
317,10,86.0
317,11,75.0
317,12,118.0
318,0,101.0
318,2,79.0
318,3,74.0
318,4,69.0
318,5,66.0
318,6,62.0
318,7,57.0
318,8,92.0
318,9,139.0
318,10,187.0
318,11,189.0
319,0,101.0
319,2,101.0
319,3,71.0
319,4,62.0
319,5,56.0
319,6,142.0
319,7,121.0
319,8,98.0
319,9,132.0
319,10,105.0
320,0,95.0
320,2,78.0
320,3,71.0
320,4,63.0
320,6,58.0
320,7,53.0
320,9,130.0
320,11,196.0
321,0,90.0
321,2,94.0
321,3,90.0
321,4,86.0
321,5,82.0
321,6,78.0
321,7,73.0
321,8,69.0
321,9,66.0
321,10,63.0
322,0,93.0
322,3,72.0
322,4,68.0
322,5,64.0
322,6,59.0
322,7,55.0
322,8,125.0
322,9,110.0
322,10,158.0
322,11,160.0
322,12,157.0
322,13,73.0
323,0,104.0
323,2,80.0
323,3,94.0
323,4,86.0
323,5,82.0
323,6,79.0
323,7,76.0
323,8,71.0
323,9,67.0
324,0,94.0
324,2,83.0
324,3,79.0
324,4,75.0
324,5,71.0
324,6,68.0
324,7,66.0
324,8,63.0
324,9,58.0
325,0,94.0
325,2,131.0
325,3,60.0
325,4,53.0
325,5,52.0
325,6,102.0
325,7,127.0
325,8,70.0
325,9,53.0
325,10,100.0
326,0,99.0
326,2,56.0
326,3,52.0
326,4,47.0
326,5,42.0
326,6,38.0
326,7,35.0
326,8,120.0
326,9,130.0
326,10,154.0
326,11,164.0
327,0,101.0
327,2,64.0
327,3,59.0
327,4,94.0
327,5,120.0
327,6,150.0
327,7,172.0
328,0,93.0
328,2,120.0
328,3,102.0
328,4,158.0
328,5,161.0
328,6,151.0
328,7,84.0
328,8,80.0
328,9,76.0
329,0,110.0
329,2,86.0
329,3,81.0
329,4,76.0
329,5,110.0
329,6,139.0
329,7,190.0
329,8,198.0
329,13,49.0
330,0,97.0
330,2,56.0
330,3,53.0
330,4,50.0
330,5,45.0
330,6,42.0
330,7,131.0
331,0,99.0
331,2,104.0
331,3,106.0
331,4,130.0
331,5,97.0
331,6,105.0
331,8,74.0
331,10,65.0
331,11,145.0
332,0,93.0
332,2,115.0
332,3,112.0
332,4,128.0
332,5,119.0
332,6,102.0
332,7,58.0
332,8,51.0
332,9,117.0
333,0,96.0
333,2,86.0
333,3,82.0
333,4,78.0
333,5,74.0
333,6,70.0
333,7,65.0
333,8,62.0
333,9,58.0
333,10,54.0
334,0,109.0
334,2,96.0
334,3,91.0
334,4,87.0
334,5,83.0
334,6,79.0
334,7,74.0
335,0,98.0
335,2,66.0
335,3,63.0
335,4,60.0
335,5,55.0
335,6,52.0
335,7,48.0
335,8,44.0
336,0,106.0
336,2,126.0
336,3,103.0
336,4,114.0
336,5,81.0
336,6,74.0
336,7,70.0
336,8,143.0
337,0,94.0
337,3,74.0
337,4,75.0
337,5,70.0
337,6,67.0
337,7,63.0
337,8,59.0
337,9,122.0
337,10,89.0
337,11,141.0
337,12,168.0
338,0,91.0
338,2,117.0
338,3,114.0
338,5,63.0
338,6,60.0
338,7,107.0
338,10,66.0
338,11,120.0
339,0,91.0
339,2,80.0
339,3,72.0
339,4,66.0
339,5,138.0
339,6,130.0
339,7,120.0
339,9,64.0
340,0,96.0
340,2,69.0
340,3,63.0
340,4,114.0
340,5,125.0
340,6,94.0
340,7,66.0
341,0,109.0
341,2,52.0
341,3,32.0
341,4,29.0
341,5,45.0
341,6,35.0
341,7,49.0
341,8,96.0
341,9,134.0
341,10,155.0
341,11,194.0
342,0,93.0
342,2,46.0
342,3,41.0
342,4,38.0
342,6,29.0
342,7,24.0
342,8,129.0
342,9,110.0
342,10,178.0
343,0,98.0
343,2,85.0
343,4,79.0
343,5,74.0
343,6,69.0
343,7,65.0
343,8,60.0
343,10,52.0
344,0,94.0
344,2,57.0
344,3,53.0
344,4,50.0
344,5,45.0
344,6,41.0
344,9,126.0
344,10,133.0
344,11,146.0
345,0,104.0
345,2,89.0
345,3,84.0
345,4,132.0
345,5,138.0
345,6,147.0
345,7,150.0
346,0,90.0
346,2,129.0
346,3,99.0
346,4,95.0
346,5,66.0
346,6,61.0
346,7,52.0
346,8,142.0
346,9,104.0
347,0,97.0
347,2,84.0
347,3,79.0
347,4,76.0
347,5,72.0
347,6,68.0
347,7,65.0
347,8,62.0
347,10,55.0
348,0,90.0
348,2,66.0
348,4,57.0
348,6,50.0
348,8,42.0
348,9,96.0
348,10,116.0
348,12,152.0
348,13,129.0
349,0,108.0
349,5,59.0
349,7,143.0
349,8,125.0
349,9,135.0
349,10,68.0
349,11,62.0
349,12,117.0
349,13,103.0
350,0,101.0
350,2,105.0
350,3,118.0
350,4,110.0
350,5,120.0
350,6,130.0
350,7,67.0
350,8,60.0
351,0,95.0
351,2,72.0
351,3,100.0
351,4,127.0
351,6,186.0
351,7,76.0
351,9,71.0
352,0,104.0
352,2,66.0
352,3,61.0
352,4,58.0
352,5,54.0
352,6,111.0
352,7,87.0
352,8,167.0
352,9,183.0
353,0,100.0
353,2,131.0
353,3,131.0
353,5,67.0
353,7,95.0
353,8,99.0
353,9,124.0
354,0,96.0
354,2,112.0
354,3,106.0
354,4,111.0
354,5,72.0
354,6,62.0
354,7,142.0
355,0,95.0
355,2,123.0
355,3,60.0
355,4,55.0
355,5,50.0
355,6,103.0
355,7,122.0
356,0,107.0
356,2,109.0
356,3,111.0
356,4,67.0
356,5,58.0
356,6,110.0
356,7,112.0
356,8,124.0
357,0,90.0
357,2,78.0
357,3,75.0
357,4,71.0
357,5,68.0
357,6,91.0
357,7,123.0
357,8,143.0
357,9,153.0
358,0,93.0
358,2,51.0
358,3,47.0
358,4,42.0
358,6,36.0
358,7,87.0
358,8,87.0
358,9,138.0
358,10,144.0
358,11,137.0
358,12,45.0
358,13,42.0
359,0,92.0
359,2,93.0
359,3,94.0
359,4,92.0
359,5,69.0
359,6,60.0
359,7,60.0
359,8,123.0
359,9,65.0
360,0,94.0
360,2,83.0
360,3,80.0
360,4,76.0
360,5,72.0
360,6,68.0
360,7,65.0
360,8,61.0
360,9,57.0
361,0,100.0
361,2,50.0
361,3,45.0
361,4,42.0
361,5,37.0
361,8,103.0
361,9,189.0
361,10,197.0
361,11,158.0
362,0,103.0
362,4,117.0
362,5,99.0
362,6,114.0
362,7,124.0
362,8,72.0
362,9,67.0
362,10,61.0
362,11,108.0
363,0,99.0
363,2,89.0
363,3,85.0
363,4,81.0
363,5,78.0
363,6,75.0
363,7,70.0
363,8,66.0
363,9,62.0
364,0,108.0
364,2,145.0
364,3,129.0
364,4,104.0
364,5,123.0
364,8,50.0
364,9,130.0
365,0,95.0
365,2,102.0
365,3,132.0
365,4,101.0
365,5,95.0
365,6,90.0
365,7,69.0
365,8,62.0
365,9,106.0
365,10,74.0
365,11,67.0
365,12,62.0
366,0,96.0
366,3,81.0
366,4,77.0
366,5,74.0
366,6,71.0
366,7,67.0
366,8,64.0
366,9,59.0
367,0,92.0
367,2,71.0
367,3,68.0
367,4,65.0
367,5,61.0
367,6,57.0
367,7,124.0
367,8,109.0
367,9,129.0
367,10,134.0
368,0,93.0
368,2,149.0
368,3,112.0
368,4,181.0
368,5,195.0
368,6,158.0
368,7,64.0
369,0,90.0
369,2,100.0
369,3,82.0
369,4,72.0
369,5,65.0
369,6,115.0
369,7,134.0
369,8,141.0
369,9,149.0
369,10,82.0
369,11,74.0
369,13,108.0
370,0,91.0
370,3,82.0
370,5,72.0
370,8,62.0
370,9,59.0
370,10,55.0
370,11,53.0
370,12,44.0
371,0,91.0
371,2,80.0
371,4,72.0
371,5,69.0
371,6,64.0
371,7,61.0
371,8,57.0
371,9,54.0
371,10,49.0
371,11,45.0
371,12,42.0
372,0,96.0
372,2,54.0
372,3,50.0
372,4,46.0
372,5,42.0
372,6,38.0
372,7,33.0
372,9,105.0
373,0,96.0
373,2,62.0
373,3,57.0
373,4,54.0
373,5,130.0
373,6,92.0
373,7,155.0
373,8,186.0
373,9,161.0
373,10,58.0
373,12,50.0
374,0,104.0
374,2,92.0
374,3,87.0
374,4,83.0
374,5,79.0
374,6,75.0
374,7,70.0
374,8,66.0
374,9,61.0
374,10,56.0
374,11,52.0
375,0,91.0
375,2,119.0
375,3,126.0
375,4,106.0
375,6,71.0
375,7,66.0
375,8,57.0
375,9,111.0
375,10,90.0
375,11,57.0
375,12,48.0
375,13,122.0
376,0,105.0
376,2,96.0
376,5,82.0
376,6,78.0
376,7,73.0
376,8,69.0
376,9,64.0
377,0,90.0
377,2,47.0
377,3,42.0
377,6,100.0
377,7,165.0
377,8,168.0
377,9,160.0
377,10,72.0
377,11,67.0
377,12,64.0
377,13,60.0
378,0,101.0
378,2,107.0
378,3,110.0
378,4,138.0
378,5,140.0
378,6,135.0
378,7,64.0
378,8,60.0
378,9,54.0
378,11,114.0
379,0,93.0
379,2,73.0
379,4,65.0
379,6,132.0
379,7,135.0
379,8,182.0
379,10,174.0
380,0,90.0
380,2,56.0
380,3,48.0
380,4,45.0
380,5,111.0
380,6,86.0
380,7,145.0
380,8,169.0
380,9,167.0
380,11,71.0
381,0,109.0
381,2,101.0
381,3,103.0
381,4,137.0
381,5,132.0
381,6,117.0
381,7,66.0
381,8,58.0
382,0,93.0
382,2,83.0
382,4,74.0
382,6,68.0
382,7,63.0
382,8,59.0
382,9,56.0
383,0,103.0
383,2,105.0
383,3,139.0
383,4,144.0
383,5,77.0
383,6,68.0
383,8,140.0
384,0,99.0
384,2,71.0
384,3,123.0
384,5,155.0
384,6,176.0
384,7,150.0
384,8,51.0
384,9,47.0
385,0,100.0
385,2,76.0
385,3,70.0
385,4,125.0
385,5,126.0
385,6,97.0
385,7,105.0
385,8,114.0
385,9,127.0
386,0,110.0
386,2,96.0
386,3,93.0
386,4,89.0
386,5,84.0
386,6,80.0
386,7,75.0
386,8,71.0
